1	0
2	-0.18
3	-0.18
4	-0.08
5	-0.08
6	-0.18
7	-0.18
8	-0.18
9	-0.28
10	-0.28
11	-0.28
12	-0.18
13	-0.28
14	-0.18
15	-0.18
16	-0.18
17	-0.28
18	-0.48
19	-0.48
20	-0.58
21	-0.58
22	-0.58
23	-0.48
24	-0.38
25	-0.38
26	-0.28
27	-0.28
28	-0.28
29	-0.38
30	-0.48
31	-0.58
32	-0.58
33	-0.78
34	-0.86
35	-0.96
36	-0.96
37	-0.68
38	-0.38
39	-0.18
40	-0.08
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	-0.08
53	-0.18
54	-0.28
55	-0.18
56	-0.08
57	0
58	0
59	0.38
60	0.68
61	0.86
62	0.86
63	0.78
64	0.58
65	0.48
66	0.58
67	0.48
68	0.68
69	0.58
70	0.28
71	0
72	-0.58
73	-1.15
74	-1.55
75	-1.55
76	-1.25
77	-1.05
78	-0.96
79	-0.78
80	-0.48
81	-0.38
82	-0.48
83	-0.58
84	-0.86
85	-1.25
86	-1.45
87	-1.73
88	-2.13
89	-2.43
90	-1.83
91	-0.58
92	0.48
93	1.65
94	2.43
95	2.71
96	2.81
97	2.61
98	2.53
99	2.53
100	2.61
101	2.91
102	3.1
103	2.91
104	2.23
105	1.45
106	0.38
107	0
108	-0.08
109	0
110	0.08
111	1.05
112	2.61
113	4.36
114	5.43
115	5.93
116	5.93
117	5.63
118	5.43
119	5.63
120	6.11
121	6.51
122	6.51
123	5.93
124	4.86
125	3.1
126	1.05
127	-0.68
128	-1.93
129	-1.83
130	-1.35
131	-1.35
132	-1.25
133	-1.15
134	-0.86
135	-0.68
136	-0.58
137	-0.68
138	-0.96
139	-0.86
140	-0.18
141	0
142	0
143	0
144	0.78
145	2.53
146	4.86
147	7.18
148	9.13
149	10.69
150	11.26
151	10.79
152	9.61
153	8.64
154	8.46
155	8.56
156	8.74
157	8.56
158	7.38
159	5.15
160	2.81
161	0.86
162	0
163	0
164	0.96
165	2.91
166	5.33
167	7.78
168	9.13
169	9.33
170	9.13
171	9.13
172	9.91
173	11.76
174	13.99
175	15.36
176	14.96
177	13.11
178	10.49
179	8.26
180	6.11
181	4.56
182	3.48
183	3.3
184	2.91
185	1.83
186	0.58
187	0
188	-0.48
189	-0.48
190	-0.18
191	-0.18
192	0.08
193	1.25
194	3.4
195	4.96
196	6.11
197	6.41
198	6.91
199	7.58
200	9.03
201	11.08
202	13.81
203	16.62
204	17.69
205	16.24
206	12.94
207	9.33
208	7.18
209	6.51
210	6.61
211	6.98
212	6.61
213	5.33
214	3.2
215	1.25
216	0.08
217	0
218	0.28
219	1.25
220	2.23
221	2.71
222	2.61
223	1.93
224	1.55
225	2.03
226	4.18
227	8.56
228	13.51
229	16.82
230	17.29
231	15.36
232	12.64
233	10.49
234	9.33
235	8.74
236	8.64
237	8.26
238	7.28
239	5.53
240	3.1
241	1.15
242	0
243	-0.08
244	-0.08
245	0
246	0.96
247	2.61
248	5.23
249	7.38
250	8.74
251	9.33
252	9.51
253	9.61
254	10.39
255	11.76
256	13.89
257	15.56
258	15.06
259	11.26
260	5.83
261	0.68
262	-1.55
263	-2.33
264	-2.03
265	-1.25
266	-0.48
267	-0.18
268	0
269	-0.08
270	-0.38
271	-0.48
272	-0.86
273	-1.25
274	-1.93
275	-2.61
276	-3.48
277	-4.08
278	-4.86
279	-5.15
280	-3.68
281	0
282	4.96
283	10.11
284	12.84
285	13.31
286	12.24
287	11.08
288	10.21
289	10.01
290	9.71
291	9.33
292	8.06
293	6.11
294	3.58
295	1.45
296	0
297	-0.08
298	-0.08
299	0
300	0.68
301	2.33
302	4.76
303	6.98
304	8.84
305	9.71
306	10.21
307	10.49
308	10.89
309	11.46
310	11.76
311	10.98
312	8.36
313	3.78
314	-1.25
315	-5.15
316	-6.71
317	-6.31
318	-5.53
319	-4.76
320	-3.88
321	-3.1
322	-2.23
323	-1.25
324	-0.78
325	-0.78
326	-1.35
327	-2.23
328	-3.2
329	-4.08
330	-4.86
331	-5.43
332	-6.41
333	-7.18
334	-6.31
335	-3.48
336	0.48
337	4.86
338	8.06
339	9.71
340	10.39
341	10.69
342	10.69
343	10.49
344	10.11
345	9.13
346	7.38
347	5.23
348	2.81
349	1.05
350	0
351	-0.18
352	-0.18
353	0
354	0.18
355	1.55
356	3.78
357	6.11
358	8.36
359	9.71
360	10.31
361	10.11
362	9.51
363	8.74
364	7.96
365	6.91
366	5.33
367	2.61
368	-0.68
369	-3.78
370	-5.53
371	-5.93
372	-5.53
373	-4.86
374	-4.36
375	-3.48
376	-2.53
377	-1.55
378	-0.96
379	-0.86
380	-1.35
381	-2.13
382	-3.1
383	-3.88
384	-4.28
385	-4.36
386	-4.08
387	-3.1
388	-1.15
389	0.86
390	3.2
391	4.46
392	4.66
393	4.56
394	5.23
395	6.61
396	8.16
397	9.33
398	9.61
399	8.64
400	6.61
401	4.46
402	2.03
403	0.48
404	0
405	-0.18
406	-0.28
407	-0.08
408	0
409	1.15
410	3.3
411	5.63
412	7.96
413	8.94
414	8.56
415	6.91
416	4.66
417	2.61
418	1.83
419	2.71
420	4.46
421	5.33
422	4.96
423	3.1
424	0.68
425	-1.05
426	-2.71
427	-3.4
428	-3.48
429	-3
430	-2.33
431	-1.35
432	-0.78
433	-0.68
434	-1.15
435	-1.73
436	-2.33
437	-2.71
438	-2.43
439	-1.15
440	0.78
441	3.68
442	6.41
443	7.86
444	7.58
445	5.63
446	2.53
447	0.28
448	0
449	1.55
450	4.56
451	7.18
452	8.64
453	8.46
454	6.61
455	4.36
456	2.13
457	0.58
458	0
459	-0.28
460	0
461	0
462	0.28
463	1.45
464	3.68
465	6.21
466	8.26
467	8.94
468	7.96
469	5.53
470	2.61
471	0.48
472	0.38
473	2.53
474	6.11
475	8.84
476	10.39
477	9.81
478	7.48
479	4.28
480	1.15
481	-0.48
482	-1.35
483	-1.65
484	-1.25
485	-0.86
486	-0.58
487	-0.28
488	-0.18
489	-0.08
490	0
491	0
492	0.68
493	2.61
494	5.63
495	8.64
496	11.26
497	12.34
498	11.86
499	9.51
500	6.51
501	3.98
502	3
503	3.88
504	6.11
505	8.36
506	9.61
507	9.43
508	7.68
509	5.33
510	2.81
511	0.96
512	0
513	0
514	0
515	0
516	0.68
517	2.23
518	4.96
519	7.48
520	9.71
521	10.79
522	10.39
523	8.84
524	7.08
525	6.03
526	6.61
527	8.36
528	10.79
529	12.74
530	13.51
531	13.01
532	10.98
533	8.36
534	5.63
535	3.68
536	2.23
537	1.45
538	0.78
539	0.08
540	0
541	0
542	0.38
543	1.35
544	2.53
545	3.88
546	5.43
547	7.18
548	9.23
549	11.36
550	13.01
551	13.89
552	13.81
553	12.74
554	11.08
555	9.51
556	8.46
557	8.64
558	9.91
559	11.08
560	11.56
561	10.98
562	9.03
563	6.51
564	3.68
565	1.45
566	0.28
567	0
568	0
569	0
570	0.78
571	2.43
572	5.05
573	7.68
574	10.01
575	11.08
576	10.98
577	10.31
578	9.43
579	9.03
580	9.61
581	10.79
582	12.06
583	13.01
584	13.31
585	13.21
586	12.24
587	10.79
588	9.23
589	7.38
590	5.33
591	3.2
592	1.45
593	0.28
594	0
595	-0.28
596	-0.48
597	0
598	1.05
599	3.58
600	6.51
601	8.46
602	10.01
603	10.98
604	11.56
605	12.06
606	11.76
607	11.36
608	10.39
609	9.43
610	8.56
611	8.36
612	8.64
613	9.33
614	9.61
615	9.13
616	7.28
617	4.96
618	2.61
619	1.05
620	0.08
621	0
622	0
623	0
624	0.08
625	0.96
626	2.61
627	4.46
628	6.11
629	6.81
630	6.71
631	6.51
632	6.41
633	6.81
634	7.48
635	8.46
636	9.03
637	9.43
638	9.51
639	9.23
640	8.94
641	8.46
642	7.38
643	5.53
644	2.61
645	0
646	-1.35
647	-1.55
648	-1.05
649	-1.05
650	-1.73
651	-2.13
652	-1.55
653	0.08
654	2.61
655	4.56
656	5.53
657	5.93
658	6.21
659	6.41
660	6.61
661	6.51
662	6.31
663	5.73
664	5.05
665	4.36
666	3.98
667	3.98
668	3.98
669	3.78
670	2.91
671	1.83
672	0.58
673	0
674	0
675	0
676	-0.08
677	-0.08
678	0
679	0
680	0.38
681	1.05
682	1.55
683	1.73
684	1.73
685	1.93
686	2.33
687	2.71
688	3.3
689	3.78
690	4.08
691	3.88
692	3.78
693	3.58
694	3.3
695	3.1
696	2.71
697	1.65
698	0.08
699	-0.86
700	-1.55
701	-1.45
702	-0.96
703	-0.58
704	-0.78
705	-0.96
706	-0.78
707	-0.08
708	0.28
709	0.86
710	1.15
711	1.25
712	1.35
713	1.55
714	1.65
715	1.65
716	1.83
717	1.55
718	1.25
719	0.86
720	0.78
721	0.58
722	0.58
723	0.48
724	0.28
725	0
726	0
727	0
728	-0.08
729	-0.18
