  -7.9996900200078320       -4.9997000300075793     
  -2.0022026264016635       0.80399798500103881     
 -0.64646685922351765      -0.12996764063959176     
 -0.31865865927780640        3.0805489366546368E-002
 -0.25847822690539513       -1.0656107173568991E-002
 -0.25187341669973629        1.9555597697260025E-003
 -0.25090806381212832       -6.3340151795013679E-004
 -0.25062810529074836       -4.9611825686377204E-004
 -0.25051499210065087       -5.0125948617068357E-004
 -0.25050002314527348       -4.9937320614694045E-004
